"RBD","AGNO","MRUN","COD_REG_RBD","COD_COM_RBD","COD_DEPE","RURAL_RBD","COD_ENSE2","GEN_ALU","ASISTENCIA","COD_GRADO","EDAD_ALU","PROM_GRAL","SLEP","Z"
45,2016,9936808,15,15101,3,0,2,2,97,8,13,"5,7",0,0
45,2018,9936808,15,15101,3,0,5,2,99,2,15,"5,9",0,0
45,2018,25461207,15,15101,3,0,5,2,99,1,14,"5,2",0,0
45,2017,9936808,15,15101,3,0,5,2,98,1,14,"5,5",0,0
50,2016,22630334,15,15101,3,0,2,2,96,8,13,"6,3",0,0
50,2018,22630334,15,15101,3,0,5,2,96,2,15,"6,2",0,0
50,2017,22630334,15,15101,3,0,5,2,94,1,14,"6,3",0,0
52,2018,16940430,15,15101,3,0,5,2,99,1,14,"6,8",0,0
52,2016,16940430,15,15101,3,0,2,2,98,7,12,"6,9",0,0
52,2016,6212967,15,15101,3,0,2,1,97,8,13,"6,5",0,0
52,2018,6212967,15,15101,3,0,5,1,99,2,15,"6,4",0,0
52,2017,16940430,15,15101,3,0,2,2,94,8,13,"6,9",0,0
52,2017,22827914,15,15101,3,0,2,1,0,5,10,NA,0,0
52,2016,22827914,15,15101,3,0,2,1,90,4,9,"6",0,0
52,2017,6212967,15,15101,3,0,5,1,97,1,14,"6,2",0,0
52,2023,26263777,15,15101,3,0,5,1,97,4,18,"6,2",0,0
52,2022,26263777,15,15101,3,0,5,1,96,3,17,"6",0,0
56,2023,17780379,15,15101,3,0,5,1,86,1,14,"5,6",0,0
56,2022,17780379,15,15101,3,0,2,1,96,8,13,"5,5",0,0
56,2018,17780379,15,15101,3,0,2,1,87,4,9,"5,7",0,0
56,2017,17780379,15,15101,3,0,2,1,94,3,8,"6",0,0
56,2016,17780379,15,15101,3,0,2,1,95,2,7,"6,2",0,0
59,2022,16378422,15,15101,4,0,2,2,97,2,7,"6,7",0,0
59,2023,16378422,15,15101,4,0,2,2,97,3,8,"6,7",0,0
103,2023,25362139,1,1101,1,0,2,1,88,2,7,"6,2",0,0
103,2023,15093878,1,1101,1,0,2,1,74,3,8,"6,2",0,0
103,2022,15093878,1,1101,1,0,2,1,81,2,7,"6,1",0,0
103,2022,25362139,1,1101,1,0,2,1,85,1,6,"6,6",0,0
107,2016,23787182,1,1101,1,0,5,1,0,2,15,NA,0,0
107,2023,25560567,1,1101,1,0,5,2,96,1,14,"6,3",0,0
107,2022,12833920,1,1101,1,0,5,2,72,2,15,"6,4",0,0
107,2023,27094580,1,1101,1,0,5,2,100,1,14,"6,6",0,0
108,2016,8924491,1,1101,1,0,7,2,89,3,16,"5,5",0,0
108,2017,8924491,1,1101,1,0,7,2,85,4,17,"5,5",0,0
109,2022,13901153,1,1101,1,0,2,2,90,4,10,"6,7",0,0
109,2016,8472386,1,1101,1,0,7,1,0,2,17,NA,0,0
109,2023,12833920,1,1101,1,0,7,2,0,3,16,NA,0,0
110,2022,17181815,1,1101,1,0,2,1,100,8,14,"6,4",0,0
110,2017,17181815,1,1101,1,0,2,1,97,3,9,"5,2",0,0
110,2016,20722066,1,1101,1,0,5,1,92,2,15,"4,5",0,0
110,2023,17181815,1,1101,1,0,5,1,92,1,15,"6,2",0,0
110,2017,20722066,1,1101,1,0,5,1,70,3,16,"4,5",0,0
110,2018,17181815,1,1101,1,0,2,1,93,4,10,"5,7",0,0
111,2023,1824887,1,1101,1,0,2,1,88,3,9,"5,7",0,0
113,2016,12833920,1,1101,1,0,2,2,93,4,9,"6,4",0,0
113,2016,20426599,1,1101,1,0,2,2,56,1,6,"5,7",0,0
113,2022,20426599,1,1101,1,0,2,2,71,6,12,"5,3",0,0
113,2018,20426599,1,1101,1,0,2,2,67,2,8,"5,8",0,0
113,2023,27199655,1,1101,1,0,2,2,96,6,11,"5,9",0,0
113,2017,20426599,1,1101,1,0,2,2,67,1,7,"6,5",0,0
113,2023,20426599,1,1101,1,0,2,2,78,7,13,"5,3",0,0
114,2022,27094580,1,1101,1,0,2,2,99,8,13,"6,5",0,0
117,2018,25560567,1,1101,1,0,2,2,98,4,9,"6,4",0,0
117,2017,25560567,1,1101,1,0,2,2,98,3,8,"6,7",0,0
117,2022,25560567,1,1101,1,0,2,2,95,8,13,"7",0,0
117,2016,18271034,1,1101,1,0,2,1,0,2,8,NA,0,0
119,2022,25190854,1,1101,1,0,2,1,98,1,6,"6,6",0,0
119,2022,25406289,1,1101,1,0,2,1,0,1,6,NA,0,0
119,2023,25190854,1,1101,1,0,2,1,98,2,7,"6,5",0,0
122,2018,21269955,1,1101,1,0,2,2,87,1,6,"5,7",0,0
124,2022,19264186,1,1101,1,0,5,1,95,2,17,"5,9",0,0
124,2017,13462390,1,1101,1,0,5,2,94,1,15,"5,5",0,0
124,2022,10733374,1,1101,1,0,7,2,97,4,17,"5",0,0
124,2017,23787182,1,1101,1,0,7,1,99,3,16,"4,8",0,0
124,2018,13462390,1,1101,1,0,5,2,85,2,16,"5,7",0,0
124,2023,19264186,1,1101,1,0,7,1,95,3,18,"5,6",0,0
124,2018,23787182,1,1101,1,0,7,1,85,4,17,"4,8",0,0
127,2017,9679911,1,1101,3,0,2,2,95,4,9,"6,2",0,0
127,2016,9679911,1,1101,3,0,2,2,82,3,8,"6,2",0,0
127,2016,11965010,1,1101,3,0,5,2,90,1,14,"6,8",0,0
127,2018,11965010,1,1101,3,0,5,2,93,3,16,"6,8",0,0
127,2018,9679911,1,1101,3,0,2,2,90,5,10,"5,8",0,0
127,2022,9679911,1,1101,3,0,5,2,93,1,14,"6,5",0,0
127,2023,16862020,1,1101,3,0,5,2,0,3,16,NA,0,0
127,2017,11965010,1,1101,3,0,5,2,92,2,15,"6,9",0,0
130,2017,19517991,1,1101,3,0,5,2,92,3,16,"5,2",0,0
130,2016,19517991,1,1101,3,0,5,2,98,2,15,"4,8",0,0
130,2022,19862970,1,1101,3,0,2,2,0,6,11,NA,0,0
130,2018,19517991,1,1101,3,0,5,2,98,4,17,"5,5",0,0
132,2018,7699907,1,1101,3,0,2,2,94,4,9,"6,6",0,0
132,2023,7699907,1,1101,3,0,5,2,88,1,14,"6,7",0,0
132,2022,7699907,1,1101,3,0,2,2,93,8,13,"6,7",0,0
132,2017,7699907,1,1101,3,0,2,2,98,3,8,"6,5",0,0
132,2023,19862970,1,1101,3,0,2,2,96,7,12,"6,2",0,0
132,2023,23021186,1,1101,3,0,2,1,97,3,8,"6,8",0,0
132,2016,7699907,1,1101,3,0,2,2,94,2,7,"6,8",0,0
132,2023,13901153,1,1101,3,0,2,2,86,5,11,"5,4",0,0
133,2016,20340358,1,1101,3,0,5,2,87,1,14,"5,5",0,0
133,2017,20340358,1,1101,3,0,5,2,83,2,15,"5,7",0,0
133,2016,16862020,1,1101,3,0,2,2,0,4,9,NA,0,0
133,2018,20340358,1,1101,3,0,5,2,86,3,16,"5,9",0,0
144,2022,21269955,1,1101,3,0,2,2,0,5,10,NA,0,0
144,2022,16862020,1,1101,3,0,5,2,95,2,15,"5,1",0,0
144,2023,24547134,1,1101,3,0,2,2,89,5,11,"6,9",0,0
144,2018,16862020,1,1101,3,0,2,2,91,6,11,"5,7",0,0
144,2016,13462390,1,1101,3,0,2,2,93,8,14,"5,5",0,0
161,2018,25711449,1,1404,2,1,2,1,80,2,7,"6",0,0
187,2016,23585498,1,1405,2,0,2,1,95,8,13,"5,9",0,0
195,2018,14187225,1,1401,1,1,2,2,87,5,12,"5,8",0,0
199,2023,23009901,2,2301,2,0,5,2,0,1,14,NA,0,0
199,2016,997376,2,2301,2,0,5,2,0,1,16,NA,0,0
200,2017,997376,2,2301,2,0,7,2,91,2,17,"5,2",0,0
200,2018,997376,2,2301,2,0,7,2,0,3,18,NA,0,0
201,2022,23009901,2,2301,2,0,2,2,95,8,13,"6,2",0,0
201,2017,23009901,2,2301,2,0,2,2,0,3,8,NA,0,0
201,2018,23009901,2,2301,2,0,2,2,98,4,9,"6,2",0,0
203,2018,215870,2,2301,2,0,2,2,76,1,6,"6",0,0
203,2022,215870,2,2301,2,0,2,2,62,5,10,"6,1",0,0
204,2018,10013216,2,2301,2,0,2,1,95,2,7,"6,4",0,0
204,2023,10013216,2,2301,2,0,2,1,87,7,12,"6,7",0,0
204,2017,22540501,2,2301,2,0,2,2,95,1,6,"6,7",0,0
204,2018,22540501,2,2301,2,0,2,2,93,2,7,"6,8",0,0
204,2022,10013216,2,2301,2,0,2,1,74,6,11,"6,7",0,0
204,2017,10013216,2,2301,2,0,2,1,90,1,6,"6,6",0,0
204,2022,22540501,2,2301,2,0,2,2,0,6,11,NA,0,0
208,2017,18498896,2,2301,3,0,2,1,93,5,10,"5,6",0,0
208,2017,8843288,2,2301,3,0,5,1,100,1,14,"4,9",0,0
208,2018,8843288,2,2301,3,0,5,1,98,2,15,"5,3",0,0
208,2022,18498896,2,2301,3,0,5,1,77,1,15,"5,1",0,0
208,2023,18498896,2,2301,3,0,5,1,79,2,16,"4,9",0,0
208,2016,8843288,2,2301,3,0,2,1,97,8,13,"5,4",0,0
208,2023,22540501,2,2301,3,0,2,2,89,7,12,"6,4",0,0
208,2016,18498896,2,2301,3,0,2,1,97,4,9,"6,1",0,0
210,2022,18732075,2,2302,2,0,2,1,100,8,13,"6,6",0,0
210,2017,18732075,2,2302,2,0,2,1,98,3,8,"6,7",0,0
210,2016,18732075,2,2302,2,0,2,1,99,2,7,"6,8",0,0
210,2023,26258725,2,2302,2,0,2,2,85,5,10,"5,3",0,0
210,2018,18732075,2,2302,2,0,2,1,98,4,9,"6,7",0,0
210,2022,26258725,2,2302,2,0,2,2,88,4,9,"5,7",0,0
211,2016,7691904,2,2302,2,0,5,2,99,2,15,"6,7",0,0
211,2017,7691904,2,2302,2,0,5,2,97,3,16,"6,6",0,0
211,2018,9369589,2,2302,2,0,5,1,99,3,17,"5,9",0,0
211,2023,18732075,2,2302,2,0,5,1,99,1,14,"6,3",0,0
211,2018,7691904,2,2302,2,0,5,2,93,4,17,"6,8",0,0
211,2016,9369589,2,2302,2,0,5,1,98,1,15,"6,2",0,0
211,2023,6170269,2,2302,2,0,7,1,90,3,16,"6",0,0
211,2017,9369589,2,2302,2,0,5,1,99,2,16,"6,5",0,0
217,2022,7667032,2,2201,1,0,2,1,96,7,12,"5,9",0,0
217,2023,19036313,2,2201,1,0,5,1,94,2,15,"6,3",0,0
217,2016,10525069,2,2201,1,0,5,1,98,4,17,"4,9",0,0
217,2017,9736142,2,2201,1,0,5,2,90,4,17,"5,5",0,0
217,2022,19036313,2,2201,1,0,5,1,85,1,14,"5,9",0,0
217,2022,331946,2,2201,1,0,5,2,85,2,15,"5,7",0,0
217,2016,9736142,2,2201,1,0,5,2,95,3,16,"5,2",0,0
217,2016,7509754,2,2201,1,0,5,2,94,4,18,"5,2",0,0
217,2016,5371713,2,2201,1,0,5,2,97,4,17,"5,7",0,0
217,2023,331946,2,2201,1,0,5,2,63,3,16,"6",0,0
217,2023,1791418,2,2201,1,0,5,1,86,4,17,"5",0,0
217,2023,7667032,2,2201,1,0,2,1,97,8,13,"6,1",0,0
217,2022,1791418,2,2201,1,0,5,1,91,3,16,"5,2",0,0
218,2022,20934053,2,2201,1,0,5,1,85,2,15,"5,3",0,0
218,2023,20934053,2,2201,1,0,5,1,81,3,16,"5,2",0,0
220,2018,10302482,2,2201,1,0,7,1,99,1,15,"4,9",0,0
224,2018,122403,2,2201,1,0,2,2,91,1,6,"5,6",0,0
224,2023,122403,2,2201,1,0,2,2,97,6,11,"5,5",0,0
224,2022,122403,2,2201,1,0,2,2,98,5,10,"5,4",0,0
225,2022,22416800,2,2201,1,0,2,2,86,5,10,"5,3",0,0
225,2017,6024002,2,2201,1,0,2,1,98,2,7,"6,7",0,0
225,2018,7497209,2,2201,1,0,2,1,94,7,13,"5,1",0,0
225,2018,6024002,2,2201,1,0,2,1,99,3,8,"6,4",0,0
225,2016,6024002,2,2201,1,0,2,1,97,1,6,"6,8",0,0
225,2023,6024002,2,2201,1,0,2,1,91,8,13,"5,8",0,0
225,2022,6024002,2,2201,1,0,2,1,96,7,12,"5,5",0,0
225,2018,22416800,2,2201,1,0,2,2,85,1,6,"6,3",0,0
225,2017,7497209,2,2201,1,0,2,1,94,7,12,"4,9",0,0
225,2016,7497209,2,2201,1,0,2,1,91,6,11,"5,2",0,0
225,2023,22416800,2,2201,1,0,2,2,85,6,11,"5,8",0,0
226,2023,25482557,2,2201,1,0,2,2,85,2,7,"6,1",0,0
226,2022,25482557,2,2201,1,0,2,2,85,1,6,"5,7",0,0
227,2018,24614493,2,2201,1,0,2,2,86,8,14,"5,4",0,0
227,2016,24433792,2,2201,1,0,2,2,88,8,13,"5,1",0,0
229,2018,18792849,2,2201,1,0,2,2,85,1,6,"4,7",0,0
230,2023,25648864,2,2201,1,0,2,1,95,1,6,"6,8",0,0
230,2022,18773957,2,2201,1,0,2,2,87,3,8,"5,8",0,0
231,2018,7667032,2,2201,1,0,2,1,99,3,8,"6,4",0,0
231,2016,7667032,2,2201,1,0,2,1,97,1,6,"6,3",0,0
231,2017,19036313,2,2201,1,0,2,1,97,4,9,"6,1",0,0
231,2016,19036313,2,2201,1,0,2,1,85,3,8,"6,1",0,0
231,2018,18730641,2,2201,1,0,2,1,0,5,10,NA,0,0
231,2018,19036313,2,2201,1,0,2,1,87,5,10,"5,7",0,0
231,2017,7667032,2,2201,1,0,2,1,98,2,7,"6,4",0,0
232,2023,26295473,2,2201,1,0,2,2,87,1,6,"5,6",0,0
232,2016,10302482,2,2201,1,0,2,1,96,7,13,"5,5",0,0
232,2017,10302482,2,2201,1,0,2,1,93,8,14,"5,6",0,0
232,2022,17867075,2,2201,1,0,2,1,93,2,7,"6,8",0,0
232,2023,17867075,2,2201,1,0,2,1,92,3,8,"6,8",0,0
240,2016,20934053,2,2201,1,0,2,1,85,4,9,"5,6",0,0
240,2018,20934053,2,2201,1,0,2,1,88,6,11,"5,1",0,0
240,2023,23543382,2,2201,1,0,2,2,90,5,10,"6,4",0,0
240,2022,23543382,2,2201,1,0,2,2,97,4,9,"5,8",0,0
240,2017,20934053,2,2201,1,0,2,1,85,5,10,"5,5",0,0
253,2023,18773957,2,2201,3,0,2,2,62,4,9,"6,4",0,0
255,2023,25234907,2,2201,3,0,2,1,93,2,7,"6,1",0,0
255,2018,13929868,2,2201,3,0,2,1,99,1,6,"6,1",0,0
255,2022,13929868,2,2201,3,0,2,1,98,5,10,"6,1",0,0
255,2023,13929868,2,2201,3,0,2,1,98,6,11,"6,1",0,0
255,2016,18210326,2,2201,3,0,2,2,0,7,12,NA,0,0
256,2022,25234907,2,2201,3,0,2,1,0,1,6,NA,0,0
257,2022,21500472,2,2201,4,0,2,1,93,3,9,"6,6",0,0
257,2016,24614493,2,2201,4,0,2,2,94,7,12,"5",0,0
257,2017,24614493,2,2201,4,0,2,2,95,8,13,"4,7",0,0
257,2023,21500472,2,2201,4,0,2,1,85,4,10,"6,7",0,0
270,2023,26421694,2,2203,2,1,2,1,95,1,6,"6,6",0,0
271,2022,3877893,2,2203,2,1,2,2,100,4,9,"6,1",0,0
271,2023,3877893,2,2203,2,1,2,2,98,5,10,"6,3",0,0
279,2018,8264236,2,2101,1,0,7,1,92,3,16,"5,1",0,0
279,2016,7689840,2,2101,1,0,7,2,100,4,17,"5,9",0,0
279,2016,8264236,2,2101,1,0,7,1,96,1,14,"4,9",0,0
279,2017,18394213,2,2101,1,0,7,2,94,4,17,"6,8",0,0
279,2023,21626524,2,2101,1,0,7,2,85,1,14,"5,4",0,0
279,2016,18394213,2,2101,1,0,7,2,95,3,16,"6,6",0,0
279,2017,8264236,2,2101,1,0,7,1,93,2,15,"5,3",0,0
280,2023,26546321,2,2101,1,0,7,2,90,1,14,"5,3",0,0
280,2018,14745787,2,2101,1,0,7,1,94,4,17,"6,1",0,0
280,2022,26970289,2,2101,1,0,7,1,90,1,14,"6,1",0,0
280,2016,20294704,2,2101,1,0,7,2,0,1,15,NA,0,0
280,2017,14745787,2,2101,1,0,7,1,89,3,16,"5,7",0,0
280,2022,26942352,2,2101,1,0,7,2,0,1,14,NA,0,0
280,2023,20738182,2,2101,1,0,7,2,79,1,14,"6,5",0,0
280,2023,27120664,2,2101,1,0,7,1,88,2,15,"6,8",0,0
280,2016,19855468,2,2101,1,0,7,2,0,1,14,NA,0,0
283,2018,5960092,2,2101,1,0,7,2,99,2,15,"6,5",0,0
283,2022,2579412,2,2101,1,0,7,2,98,2,15,"6,3",0,0
283,2023,2579412,2,2101,1,0,7,2,99,3,16,"6,4",0,0
283,2022,18205919,2,2101,1,0,7,2,99,4,17,"6,3",0,0
283,2017,5960092,2,2101,1,0,7,2,94,1,14,"6,3",0,0
284,2017,20294704,2,2101,1,0,5,2,0,1,16,NA,0,0
284,2022,19445640,2,2101,1,0,5,1,55,3,17,"4,2",0,0
285,2016,5454047,2,2101,1,0,5,1,95,3,16,"5,2",0,0
285,2017,5454047,2,2101,1,0,5,1,82,4,17,"5",0,0
285,2023,26579904,2,2101,1,0,2,2,97,2,7,"6,9",0,0
286,2022,25078476,2,2101,1,0,5,2,85,2,15,"5,5",0,0
287,2018,18516730,2,2101,1,0,5,1,95,2,15,"5,4",0,0
287,2016,7656580,2,2101,1,0,5,2,96,3,16,"6,3",0,0
287,2017,18516730,2,2101,1,0,5,1,90,1,14,"5,2",0,0
287,2022,10916134,2,2101,1,0,5,1,42,3,16,"5",0,0
287,2017,7656580,2,2101,1,0,5,2,97,4,17,"6,5",0,0
287,2023,10916134,2,2101,1,0,5,1,85,4,17,"4,9",0,0
288,2018,18551954,2,2101,1,0,2,1,84,5,11,"5,6",0,0
288,2016,18551954,2,2101,1,0,2,1,81,3,9,"6,2",0,0
288,2017,18551954,2,2101,1,0,2,1,87,4,10,"6,7",0,0
289,2018,25146885,2,2101,1,0,2,2,87,2,7,"6,2",0,0
289,2017,25146885,2,2101,1,0,2,2,87,1,6,"6,5",0,0
291,2022,851947,2,2101,1,0,2,2,0,4,9,NA,0,0
292,2022,26243278,2,2101,1,0,2,1,88,6,11,"5,9",0,0
292,2023,26243278,2,2101,1,0,2,1,0,7,12,NA,0,0
293,2023,17808041,2,2101,1,0,2,1,52,4,9,"4,3",0,0
293,2023,26042601,2,2101,1,0,2,1,63,1,6,"5,5",0,0
293,2022,17808041,2,2101,1,0,2,1,88,3,8,"5",0,0
293,2022,21626524,2,2101,1,0,2,2,59,8,13,"5,9",0,0
294,2016,18205919,2,2101,1,0,2,2,93,6,11,"5,9",0,0
294,2018,23686430,2,2101,1,0,2,1,79,1,6,"6,5",0,0
294,2017,25500028,2,2101,1,0,2,1,94,1,6,"6,1",0,0
294,2018,25500028,2,2101,1,0,2,1,0,2,7,NA,0,0
294,2017,18205919,2,2101,1,0,2,2,95,7,12,"5,7",0,0
294,2018,18205919,2,2101,1,0,2,2,89,8,13,"6,1",0,0
296,2018,20738182,2,2101,1,0,2,2,91,4,9,"6,3",0,0
296,2022,20738182,2,2101,1,0,2,2,84,8,13,"6,2",0,0
296,2017,20738182,2,2101,1,0,2,2,88,3,8,"5,9",0,0
296,2016,20738182,2,2101,1,0,2,2,96,2,7,"6,8",0,0
297,2017,2871819,2,2101,1,0,2,2,94,7,12,"6,5",0,0
297,2018,2871819,2,2101,1,0,2,2,91,8,13,"6,6",0,0
297,2016,2871819,2,2101,1,0,2,2,89,6,11,"6",0,0
301,2022,5262949,2,2101,1,0,2,1,85,2,7,"5,8",0,0
302,2022,26378829,2,2101,1,0,2,1,85,8,15,"5,1",0,0
303,2022,17589751,2,2101,1,0,2,1,86,4,9,"6,3",0,0
303,2023,17589751,2,2101,1,0,2,1,90,5,10,"6,1",0,0
304,2023,23686430,2,2101,1,0,2,1,98,6,11,"6,8",0,0
304,2022,23686430,2,2101,1,0,2,1,100,5,10,"6,8",0,0
304,2016,14745787,2,2101,1,0,5,1,91,2,15,"5,9",0,0
305,2018,17586186,2,2101,1,0,2,1,95,8,13,"5,4",0,0
305,2016,25150340,2,2101,1,0,2,2,87,3,8,"6,1",0,0
305,2016,17586186,2,2101,1,0,2,1,97,6,11,"5,3",0,0
305,2017,17586186,2,2101,1,0,2,1,95,7,12,"5,5",0,0
310,2016,5960092,2,2101,1,0,2,2,98,8,13,"6",0,0
310,2018,19445640,2,2101,1,0,2,1,88,6,13,"5,1",0,0
310,2016,18516730,2,2101,1,0,2,1,93,8,13,"5,4",0,0
310,2017,19445640,2,2101,1,0,2,1,96,5,12,"5,4",0,0
310,2022,25622454,2,2101,1,0,2,2,85,3,9,"5,4",0,0
310,2016,19445640,2,2101,1,0,2,1,88,4,11,"5,8",0,0
313,2016,17773914,2,2101,1,0,2,1,91,1,7,"5,5",0,0
313,2017,17773914,2,2101,1,0,2,1,87,2,8,"5,1",0,0
313,2022,25447260,2,2101,1,0,2,1,77,1,6,"6,5",0,0
313,2022,17773914,2,2101,1,0,2,1,82,7,13,"4,8",0,0
313,2023,25447260,2,2101,1,0,2,1,82,2,7,"5,6",0,0
313,2018,17773914,2,2101,1,0,2,1,86,3,9,"5,1",0,0
313,2023,17773914,2,2101,1,0,2,1,85,8,14,"5",0,0
313,2016,22149360,2,2101,1,0,2,2,95,8,13,"5,9",0,0
316,2016,18694734,2,2101,1,0,2,2,93,3,9,"4,7",0,0
316,2017,18694734,2,2101,1,0,2,2,98,4,10,"5,2",0,0
316,2018,18694734,2,2101,1,0,2,2,94,5,11,"5,1",0,0
317,2016,8295658,2,2101,1,0,2,2,80,4,9,"6,4",0,0
317,2018,8295658,2,2101,1,0,2,2,81,6,11,"5,7",0,0
317,2017,8295658,2,2101,1,0,2,2,88,5,10,"5,9",0,0
320,2017,472705,2,2101,1,0,2,1,89,7,12,"5,4",0,0
320,2018,472705,2,2101,1,0,2,1,93,8,13,"5,9",0,0
320,2016,472705,2,2101,1,0,2,1,87,6,11,"5,1",0,0
320,2023,25935490,2,2101,1,0,2,1,94,1,6,"6,7",0,0
322,2023,2448577,2,2101,1,0,2,2,83,3,9,"6,8",0,0
322,2022,2448577,2,2101,1,0,2,2,98,2,8,"6,8",0,0
324,2023,851947,2,2101,1,0,2,2,84,5,10,"5,7",0,0
329,2017,24951401,2,2101,1,0,2,2,95,8,13,"5,2",0,0
329,2018,24951401,2,2101,1,0,5,2,98,1,14,"5,9",0,0
329,2016,24951401,2,2101,1,0,2,2,92,7,12,"5",0,0
329,2022,27120664,2,2101,1,0,5,1,98,1,14,"6,1",0,0
335,2022,2457590,2,2101,3,0,2,2,71,4,9,"5,5",0,0
335,2023,2457590,2,2101,3,0,2,2,94,5,10,"5,5",0,0
336,2023,25622454,2,2101,3,0,2,2,89,4,10,"5,6",0,0
337,2023,5262949,2,2101,3,0,2,1,84,3,8,"5,6",0,0
337,2016,623226,2,2101,3,0,2,1,100,8,13,"5,4",0,0
337,2017,623226,2,2101,3,0,5,1,0,1,14,NA,0,0
342,2023,12172824,2,2101,3,0,2,1,40,6,11,"6,4",0,0
342,2018,12172824,2,2101,3,0,2,1,88,1,6,"6,5",0,0
342,2017,16248303,2,2101,3,0,5,2,94,4,17,"5,5",0,0
342,2016,16248303,2,2101,3,0,5,2,97,3,16,"5,4",0,0
342,2022,12172824,2,2101,3,0,2,1,12,5,10,"6,3",0,0
344,2023,26280058,2,2101,3,0,2,2,87,1,7,"6,9",0,0
344,2022,6712889,2,2101,3,0,2,1,82,6,12,"6,5",0,0
344,2016,9405174,2,2101,3,0,2,1,96,8,14,"5,1",0,0
344,2017,9405174,2,2101,3,0,5,1,91,1,15,"5,1",0,0
344,2018,6712889,2,2101,3,0,2,1,86,2,8,"6,6",0,0
350,2018,16504588,2,2101,3,0,5,1,95,3,16,"5,7",0,0
350,2016,16504588,2,2101,3,0,5,1,98,1,14,"5,7",0,0
350,2018,1536815,2,2101,3,0,5,2,93,3,16,"5,8",0,0
350,2017,16504588,2,2101,3,0,5,1,96,2,15,"5,8",0,0
350,2016,1536815,2,2101,3,0,5,2,92,1,14,"5,7",0,0
350,2017,1536815,2,2101,3,0,5,2,88,2,15,"5,5",0,0
356,2023,26284183,2,2101,3,0,2,2,92,1,6,"6,3",0,0
357,2022,824275,2,2101,4,0,2,1,97,2,7,"6,3",0,0
357,2023,22872371,2,2101,4,0,5,1,93,1,14,"6,5",0,0
357,2022,22872371,2,2101,4,0,2,1,96,8,13,"6,6",0,0
357,2017,22872371,2,2101,4,0,2,1,95,3,8,"6,6",0,0
357,2016,22872371,2,2101,4,0,2,1,86,2,7,"6,8",0,0
357,2023,824275,2,2101,4,0,2,1,95,3,8,"6,1",0,0
357,2018,22872371,2,2101,4,0,2,1,96,4,9,"6,8",0,0
361,2023,26247223,2,2101,4,0,2,2,0,1,6,NA,0,0
361,2023,17578558,2,2101,4,0,2,1,87,3,9,"6",0,0
361,2022,17578558,2,2101,4,0,2,1,89,2,8,"6,4",0,0
364,2018,14039389,2,2101,4,0,2,2,99,6,11,"6,3",0,0
364,2017,14039389,2,2101,4,0,2,2,96,5,10,"6,2",0,0
364,2016,14039389,2,2101,4,0,2,2,90,4,9,"6",0,0
365,2022,13342307,2,2101,3,0,2,2,88,4,9,"5,9",0,0
365,2023,13342307,2,2101,3,0,2,2,86,5,10,"6,2",0,0
366,2023,4566111,2,2101,4,0,2,2,98,4,9,"6,5",0,0
366,2022,14039389,2,2101,4,0,5,2,98,2,15,"6",0,0
366,2023,14039389,2,2101,4,0,5,2,96,3,16,"6,3",0,0
366,2022,4566111,2,2101,4,0,2,2,95,3,8,"6,6",0,0
367,2023,25990083,2,2102,2,0,2,2,88,1,6,"7",0,0
373,2022,20204192,2,2104,2,0,5,2,92,1,14,"6,8",0,0
373,2016,2078215,2,2104,2,0,2,1,90,7,12,"5,1",0,0
373,2018,2078215,2,2104,2,0,5,1,85,1,14,"5,5",0,0
373,2023,20204192,2,2104,2,0,5,2,93,2,15,"6,9",0,0
373,2017,2078215,2,2104,2,0,2,1,90,8,13,"5,8",0,0
375,2017,20204192,2,2104,2,0,2,2,98,4,9,"6,5",0,0
375,2016,20204192,2,2104,2,0,2,2,95,3,8,"6,5",0,0
375,2018,20204192,2,2104,2,0,2,2,99,5,10,"6,5",0,0
392,2016,23070426,3,3202,3,0,5,1,93,4,17,"6,5",0,0
392,2018,10007266,3,3202,3,0,5,2,84,3,16,"6,4",0,0
392,2022,16540945,3,3202,3,0,5,2,84,3,16,"6,2",0,0
392,2023,16540945,3,3202,3,0,5,2,75,4,17,"6,5",0,0
392,2017,10007266,3,3202,3,0,5,2,81,2,15,"6,4",0,0
392,2016,10007266,3,3202,3,0,5,2,85,1,14,"6,4",0,0
429,2023,5220073,3,3101,3,0,5,1,93,3,16,"4,5",0,0
429,2016,5220073,3,3101,3,0,2,1,84,4,9,"5,7",0,0
429,2017,5220073,3,3101,3,0,2,1,83,5,10,"5,3",0,0
429,2023,25890450,3,3101,3,0,2,2,90,1,6,"6,7",0,0
429,2022,5220073,3,3101,3,0,5,1,83,2,15,"5,4",0,0
429,2018,5220073,3,3101,3,0,2,1,85,6,11,"4,9",0,0
430,2022,7925819,3,3101,3,0,5,2,0,4,17,NA,0,0
431,2018,7429508,3,3101,3,0,2,2,77,6,11,"5,7",0,0
431,2016,7429508,3,3101,3,0,2,2,87,4,9,"5,9",0,0
431,2017,7429508,3,3101,3,0,2,2,95,5,10,"5,9",0,0
433,2018,8088893,3,3101,3,0,2,2,99,7,12,"5,8",0,0
433,2018,9936839,3,3101,3,0,2,1,95,7,12,"6,5",0,0
433,2023,8088893,3,3101,3,0,5,2,91,4,17,"6,4",0,0
433,2023,9936839,3,3101,3,0,5,1,95,4,17,"7",0,0
433,2016,9936839,3,3101,3,0,2,1,88,5,10,"6,3",0,0
433,2023,20264134,3,3101,3,0,2,1,96,6,11,"6,5",0,0
